city,country,2017,2018,2019,2020,2021,2022,2023
Cardenajimeno,Spain,,,5.1,5.4,5.5,5.3,5.3
Cartagena,Spain,,,,12.2,9.1,14.3,14.3
Castello de la Plana,Spain,9.9,7.4,7.2,7.9,5.6,4.0,4.0
Caudete de las Fuentes,Spain,7.7,5.7,6.1,5.9,6.9,4.8,4.8
Ceuta,Spain,,,,,7.7,8.4,8.4
Chert/Xert,Spain,,,,,11.5,10.2,10.2
Ciudad Real,Spain,,,,,11.0,8.9,9.4
Collado Villalba,Spain,10.3,9.0,10.2,12.3,11.1,10.2,10.2
Coslada,Spain,,,12.0,11.7,13.1,11.3,11.3
Curtis,Spain,,,,,6.6,6.2,6.2
Córdoba,Spain,,,,,15.1,13.0,13.2
Donostia,Spain,8.8,9.6,8.9,8.0,8.9,8.6,8.6
Durango,Spain,9.8,8.3,7.7,6.9,10.6,9.7,9.4
El Grao de Castellón,Spain,,,,,15.8,11.0,11.0
Elche,Spain,,,,,12.7,13.7,13.8
Elda,Spain,10.9,10.1,9.7,9.2,8.3,8.0,8.0
Erandio,Spain,,,9.4,8.9,8.9,9.4,9.4
Estación Férrea,Spain,,,,,12.6,7.0,6.9
Ferrol,Spain,8.7,8.1,7.8,7.4,7.5,6.8,6.8
Frigiliana,Spain,,,8.4,8.4,8.7,7.8,7.7
Funes,Spain,,,,,9.4,10.3,10.5
Galilea,Spain,,,8.0,7.5,7.5,8.6,8.6
Gandesa,Spain,,,,,13.4,8.0,8.1
Getafe,Spain,,,11.5,11.8,11.0,10.9,11.0
Getxo,Spain,,,,,8.6,9.8,9.6
Gibraltar,Spain,,,,,,9.7,9.7
Gijon,Spain,10.6,9.9,11.2,9.8,10.2,10.9,10.9
Granada,Spain,,,,,12.6,12.9,12.9
Granadilla de Abona,Spain,,,7.5,11.2,10.9,11.9,11.7
Hernani,Spain,,,,,9.2,10.1,10.0
Huelva,Spain,,,,,8.5,8.5,8.5
Igualada,Spain,,,,,24.5,11.4,11.7
Jaén,Spain,,,,,8.5,9.2,9.3
L'Alcora,Spain,8.0,8.6,6.9,6.6,5.4,5.0,5.0
La Aljorra,Spain,,,,14.0,11.9,12.8,12.8
La Granja de San Ildefonso,Spain,,5.0,5.4,5.0,5.6,5.8,5.8
La Línea de la Concepción,Spain,,,12.5,11.3,10.5,8.4,8.4
Lalastra,Spain,5.3,5.5,6.3,5.8,4.1,5.6,5.8
Langreo,Spain,16.5,12.1,12.4,10.6,9.5,10.3,10.3
Las Palmas de Gran Canaria,Spain,,,,31.0,11.6,11.6,11.6
Las Rosas,Spain,,,6.4,8.9,8.6,14.2,13.5
Lasarte,Spain,,,,,8.4,9.3,9.3
Laudio,Spain,,,,,10.0,10.9,10.8
Laza,Spain,7.5,6.2,5.9,5.8,5.6,6.8,6.7
Leganés,Spain,,,12.0,13.0,12.9,10.0,10.0
Leitza,Spain,,,,,5.9,7.4,7.4
Leon,Spain,,,,,8.6,7.7,7.7
Lomo de Arico,Spain,,,7.5,9.9,9.5,10.0,9.9
Lorca,Spain,,,,14.5,11.4,13.2,13.8
Los Barrios,Spain,,,,,6.8,7.5,7.5
Los Corrales de Buelna,Spain,,,,,10.4,11.4,11.5
Los Cortijillos,Spain,,,,,13.8,13.1,13.0
Los Realejos,Spain,,,,,8.2,12.3,12.2
Lugo,Spain,10.6,9.2,9.2,9.4,10.5,10.3,10.2
Lugones,Spain,15.5,12.1,13.5,12.8,11.6,11.4,11.3
Madrid,Spain,9.9,10.0,9.2,9.0,9.4,9.5,9.4
Malaga,Spain,,,,,11.6,10.6,10.6
Medina del Campo,Spain,,,,,8.4,6.4,6.4
Mimetiz,Spain,8.0,8.0,7.7,7.2,8.9,10.8,10.7
Mollet del Vallès,Spain,,,,,34.7,14.5,15.0
Mundaka,Spain,,,,7.5,6.5,6.5,6.5
Murcia,Spain,,,,16.1,15.1,15.2,15.2
Natahoyo,Spain,,,9.8,9.5,10.2,13.7,13.7
Nazaret,Spain,,,6.3,5.4,7.6,9.9,9.8
Ordes,Spain,,,,,4.7,6.4,6.4
Ourense,Spain,12.1,9.5,9.9,8.2,9.8,9.8,10.1
Oviedo,Spain,,13.6,10.1,8.8,10.0,12.3,12.3
Palencia,Spain,,,,,7.2,9.2,9.1
Palma,Spain,,,,,12.2,14.3,14.6
Pamplona,Spain,,,,9.3,9.6,10.6,10.6
Patones,Spain,8.4,7.0,7.2,6.9,6.8,6.6,6.5
Playa del Ingles,Spain,,,8.0,13.1,10.2,9.6,9.7
Pontecesures,Spain,12.1,11.4,11.3,8.7,9.2,8.9,9.0
Port de Sagunt,Spain,,,,,11.7,5.8,5.8
Pradejón,Spain,,,10.8,9.5,6.8,9.3,9.3
Puebla de Alfinden,Spain,,,,,14.0,15.6,15.4
Puerto del Rosario,Spain,7.7,10.5,7.8,8.1,10.0,10.5,10.5
Puertollano,Spain,,,17.5,14.4,14.1,13.6,13.7
Puigdelfí,Spain,,,,,,8.9,8.9
Quart de Poblet,Spain,9.4,12.6,13.2,11.2,10.2,10.3,10.3
Reinosa,Spain,,,,,8.0,10.0,10.0
Sa Pobla,Spain,,,,,8.1,9.4,10.0
Sagunt,Spain,7.0,6.7,5.0,9.2,8.6,6.7,6.7
Salamanca,Spain,,,,5.4,6.8,8.9,8.9
Salinas,Spain,8.6,7.9,7.5,7.5,8.4,7.1,7.2
San Bartolome,Spain,,,,5.9,7.7,11.8,11.7
San Fernando,Spain,,,,,7.5,8.1,8.2
San Isidro,Spain,,,7.7,10.6,9.3,10.4,10.3
San Nicolas,Spain,,,,6.3,8.5,11.9,12.0
San Nicolas del Puerto,Spain,,,,,7.9,8.2,8.2
San Roque,Spain,,,,,11.9,12.3,12.3
San Sebastián de La Gomera,Spain,,,9.3,9.6,9.0,11.6,11.6
Sanguesa,Spain,,,,,8.3,9.5,9.5
Sant Andreu de la Barca,Spain,,,,,26.2,11.1,11.6
Santa Cruz de Tenerife,Spain,8.0,6.9,7.4,11.2,8.6,12.4,12.4
Santa Cruz de la Palma,Spain,,,7.4,14.9,8.0,9.4,9.2
Santander,Spain,,,,13.2,12.3,11.2,11.3
Santiago de Compostela,Spain,12.7,10.3,8.7,9.0,8.7,8.2,8.2
Santurtzi,Spain,,,,,9.1,10.6,10.6
Sedavi,Spain,,,,,18.6,12.5,12.5
Sevilla,Spain,,,,,10.2,10.7,10.7
Sondika,Spain,,,,9.0,9.5,11.4,11.4
Tabernas,Spain,,,,,7.6,5.9,5.9
Tarragona,Spain,,,,10.0,14.0,12.4,11.7
Telde,Spain,8.4,5.4,7.8,8.5,7.6,8.0,8.0
Toledo,Spain,,,12.1,11.9,11.4,7.3,7.3
Torrejon de Ardoz,Spain,,,11.6,12.8,12.6,9.6,9.6
Torrelavega,Spain,,,,,10.9,11.8,11.7
Torrevieja,Spain,,,,5.3,4.6,7.7,7.8
Tudela,Spain,,,7.3,8.4,7.6,8.8,8.8
Urbasa y Andía,Spain,,,,,8.7,11.1,11.4
Urretxu,Spain,,,,6.7,7.3,7.5,7.6
Usurbil,Spain,,,,,8.7,9.7,9.8
Valdemoro,Spain,,,11.0,12.1,11.7,10.8,10.8
Valencia,Spain,11.5,14.5,13.3,10.2,8.8,10.8,10.9
Valladolid,Spain,11.2,10.1,10.8,9.7,10.6,11.2,11.2
Vecindario,Spain,,,,7.8,10.3,10.8,10.8
Vigo,Spain,13.4,11.0,10.5,9.4,11.0,9.6,9.6
Villa de Valverde,Spain,,,,,7.5,11.4,11.4
Villa del Prado,Spain,9.4,10.8,11.1,10.8,10.3,8.9,8.9
Villaharta,Spain,,,,,9.3,9.3,9.2
Villar del Arzobispo,Spain,8.1,8.2,9.2,9.4,7.1,5.0,5.1
Villarejo de Salvanes,Spain,11.5,9.8,10.8,11.7,11.8,11.0,11.0
Vitoria-Gasteiz,Spain,8.9,8.6,8.1,7.8,8.3,9.9,9.9
Viver,Spain,7.4,6.3,5.7,6.3,6.8,6.4,6.4
Zorita del Maestrazgo,Spain,6.9,6.6,6.0,7.9,6.3,6.5,6.6
s'Arenal,Spain,,,,,9.5,9.1,9.5
Ambalantota,Sri Lanka,,,,,12.4,18.1,16.9
Colombo,Sri Lanka,,32.0,25.2,22.4,17.6,20.9,21.0
Dambulla,Sri Lanka,,,,9.8,12.1,14.0,14.0
Gampaha,Sri Lanka,,,,27.1,21.6,30.5,29.4
Kandy,Sri Lanka,,,20.6,21.9,17.5,25.3,25.5
Negombo,Sri Lanka,,,,,16.7,17.7,17.4
Nuwara Eliya,Sri Lanka,,,,,9.6,13.2,12.6
Ratnapura,Sri Lanka,,,,12.9,14.2,14.7,15.8
Khartoum,Sudan,,,,,44.1,44.6,44.6
Paramaribo,Suriname,,,,,8.2,7.0,7.0
Boo,Sweden,,,,,8.4,6.3,6.3
Enkoeping,Sweden,,,8.8,8.0,8.8,5.8,5.7
Goeteborg,Sweden,,,,6.0,5.9,5.6,5.5
Grondal,Sweden,,,,,5.4,6.8,7.2
Haggvik,Sweden,,,5.6,,5.2,5.7,5.7
Kungsbacka,Sweden,,,,,9.3,7.1,7.0
Lilla Essingen,Sweden,,,8.1,7.1,7.8,4.6,4.3
Linköping,Sweden,,,,,7.1,5.6,5.6
Moelnlycke,Sweden,,,,,7.9,7.9,7.7
Norr Malma,Sweden,,5.0,4.9,4.3,5.0,3.6,3.6
Norrköping,Sweden,,,,,6.3,4.7,4.7
Rasunda,Sweden,,,,,5.0,4.4,4.4
Saro,Sweden,,,9.5,7.9,8.4,6.7,6.6
Sodertalje,Sweden,,,,7.6,7.8,10.0,9.7
Sollentuna,Sweden,,,5.6,5.1,5.2,5.8,5.8
Solna,Sweden,,,6.3,6.8,6.0,6.7,5.8
Stockholm,Sweden,4.4,6.6,6.1,5.1,6.0,6.8,6.8
Sundsvall,Sweden,5.4,6.3,6.4,5.4,5.2,5.7,6.2
Uppsala,Sweden,4.6,6.7,5.5,4.4,5.0,4.6,4.6
Vasastan,Sweden,,,,,5.9,5.3,5.3
Visby,Sweden,,,,,7.3,6.9,6.9
Växjö,Sweden,,9.1,8.0,,5.9,6.8,7.0
Örnsköldsvik,Sweden,,,,,3.5,5.4,5.4
Aadorf,Switzerland,,,,7.0,7.2,6.8,6.6
Airolo,Switzerland,,,,,5.9,6.2,6.2
Arbon,Switzerland,,,,,,9.0,9.5
Bern,Switzerland,13.5,12.8,10.9,9.4,9.8,10.5,10.5
Beromunster,Switzerland,,,,6.2,6.9,6.4,6.3
Binningen,Switzerland,9.8,10.8,10.5,10.1,9.5,9.4,9.4
Bioggio,Switzerland,,,,,11.7,13.2,13.2
Bodio,Switzerland,,,,,10.5,10.9,10.9
Chiasso,Switzerland,,,,,16.2,17.2,17.3
Dietikon,Switzerland,,,,,14.9,11.6,12.8
Dubendorf,Switzerland,9.6,10.4,13.7,14.0,10.4,9.0,8.9
Ecublens,Switzerland,,14.8,11.3,11.0,13.4,11.6,12.2
Embrach,Switzerland,,,,,14.6,10.9,10.5
Emmen,Switzerland,,,,8.8,9.6,9.8,9.6
Fehraltorf,Switzerland,,,,,,11.0,11.1
Gambarogno,Switzerland,,,10.3,10.2,10.1,11.6,11.1
Giubiasco,Switzerland,,,,,8.6,10.1,10.1
Glattbrugg / Wydacker/Bettacker/Laettenwiesen,Switzerland,,,,,,9.3,9.7
Harkingen,Switzerland,,,,8.8,9.1,9.3,9.3
Horn,Switzerland,,,,,12.8,11.7,11.5
Kloten,Switzerland,,,9.0,8.5,8.6,9.5,8.8
Kloten / Balsberg,Switzerland,,,,,9.1,9.2,9.2
Kloten / Horainli,Switzerland,,,,,8.6,8.4,8.4
Kussnacht,Switzerland,5.0,6.1,6.3,5.7,4.6,5.5,5.2
La Tour-de-Peilz,Switzerland,,11.0,8.5,7.6,8.1,8.4,8.2
Langenbruck,Switzerland,,,,,,8.5,8.5
Lausanne,Switzerland,,,,9.8,12.1,10.8,10.7
Liestal,Switzerland,,,14.7,13.7,12.8,12.8,10.7
Locarno,Switzerland,,,,,10.0,11.4,11.4
Lucerne,Switzerland,,13.8,11.0,9.4,10.6,10.8,10.7
Mendrisio,Switzerland,,,,,15.5,16.6,16.7
Minusio,Switzerland,,,,,8.5,9.7,9.7
Neuchatel,Switzerland,,,,4.5,4.8,4.9,4.8
Payerne,Switzerland,8.5,8.5,8.2,7.5,7.5,8.1,8.0
Pregassona,Switzerland,,,,,10.9,11.6,11.6
Rheineck,Switzerland,,,,,,10.1,11.1
Richterswil / Dorfkern,Switzerland,,,7.5,8.1,8.7,6.8,6.9
Rorschach,Switzerland,,,8.3,8.4,7.5,9.9,9.6
Rotkreuz,Switzerland,,,16.3,15.4,16.1,14.5,14.4
Sankt Gallen,Switzerland,,,,,8.4,8.9,8.8
Sion,Switzerland,,,,,5.2,5.9,5.4
Steinmaur,Switzerland,,,,,,12.0,11.4
Teufen,Switzerland,,,,,6.1,6.3,6.3
Thal,Switzerland,,,,,19.6,12.4,12.4
Unteriberg,Switzerland,,,9.7,9.5,13.6,16.7,16.4
Wuelflingen (Kreis 6) / Lindenplatz,Switzerland,,,,,6.3,10.1,10.1
Zurich,Switzerland,10.4,11.2,10.9,8.9,11.3,10.4,10.3
Arwad,Syria,,,,,16.1,17.9,18.0
Quneitra,Syria,,,,,29.4,22.0,22.1
Changhua,Taiwan,22.8,21.8,19.3,15.8,18.2,16.1,16.1
Chiayi city,Taiwan,24.1,23.7,21.5,17.9,20.2,17.0,17.0
Hsinchu,Taiwan,,,15.0,13.0,14.1,11.3,11.2
Hualien,Taiwan,11.9,8.8,9.4,8.7,8.9,7.6,7.6
Kaohsiung,Taiwan,27.7,24.4,22.7,19.8,21.6,19.4,19.4
Keelung,Taiwan,15.7,13.5,12.6,13.5,13.5,10.7,10.7
Kinmen,Taiwan,,,23.0,18.4,19.5,15.9,15.8
Lienchiang,Taiwan,,,19.4,18.0,18.3,16.2,16.2
Miaoli,Taiwan,19.1,19.6,16.6,13.4,14.7,10.9,10.9
Nantou,Taiwan,26.5,22.9,20.3,17.9,19.3,14.6,14.6
New Taipei,Taiwan,16.9,15.2,14.1,12.9,12.9,10.3,10.3
Penghu,Taiwan,15.7,14.3,13.1,12.3,13.7,10.9,10.8
Pingtung,Taiwan,23.3,21.5,19.9,17.5,18.1,17.8,17.9
Taichung,Taiwan,20.3,19.2,18.0,15.5,17.1,12.9,13.0
Tainan,Taiwan,24.9,23.9,22.6,18.4,20.1,17.8,17.9
Taipei,Taiwan,15.8,14.9,13.9,12.6,13.0,9.9,9.9
Taitung,Taiwan,9.3,9.3,8.7,7.3,7.8,5.8,5.8
Taoyuan,Taiwan,17.5,17.9,16.0,13.8,14.5,11.6,11.6
Xindian,Taiwan,,,17.3,14.6,13.5,9.9,9.9
Yilan,Taiwan,12.7,11.8,11.0,9.7,10.0,7.3,7.2
Yunlin,Taiwan,26.6,23.9,20.5,17.0,18.5,14.0,13.9
Dushanbe,Tajikistan,,,,30.9,59.5,47.7,47.2
Khujand,Tajikistan,,,,,59.0,58.7,60.4
Kulob,Tajikistan,,,,,42.5,28.9,29.8
Panjakent,Tajikistan,,,,,43.2,34.6,36.4
Qurghonteppa,Tajikistan,,,,,74.5,29.4,30.9
Aranyaprathet,Thailand,,,,16.5,16.9,18.8,18.5
Ayutthaya,Thailand,,,,,,20.6,21.8
Ban Bueng,Thailand,,,,14.0,18.2,16.6,16.2
Ban Du,Thailand,,,,,,20.2,20.1
Ban Klang,Thailand,,,,,,15.200000000000001,15.0
Ban Pong,Thailand,,,33.6,31.1,22.7,16.6,16.6
Ban Tai,Thailand,,,,,,15.8,15.7
Ban Waen,Thailand,,,,,,25.4,25.3
Bang Bua Thong,Thailand,,,,26.2,24.5,23.2,23.3
Bang Chalong,Thailand,,,,,,17.1,16.9
Bang Kaeo,Thailand,,,,,,14.9,15.0
Bang Khu Wat,Thailand,,,,,,24.0,23.9
Bang Krabao,Thailand,,,,,,13.0,13.3
Bang Kruai,Thailand,,,23.0,22.7,23.7,24.2,24.1
Bang Lamung,Thailand,,,23.0,23.1,21.8,17.1,16.0
Bang Phli,Thailand,,,24.2,21.7,19.9,15.4,15.5
Bang Phrom,Thailand,,,,,,23.3,24.2
Bang Prong,Thailand,,,,,,20.3,20.4
Bang Sao Thong,Thailand,,,22.6,18.2,21.5,24.1,24.7
Bang Sare,Thailand,,,,,,15.4,15.4
Bang Yai,Thailand,,,,,23.3,21.1,18.2
Bangkok,Thailand,27.6,25.2,22.8,20.6,20.0,18.0,18.1
Betong,Thailand,,,,,10.6,10.3,10.1
Bo Suphan,Thailand,,,,,,23.4,22.0
Bo Win,Thailand,,,,,,15.3,15.1
Bueng Kham Phroi,Thailand,,,,,,11.0,8.9
Bueng Yitho,Thailand,,,,,,21.7,21.5
Bung Khilek,Thailand,,,,,,22.2,21.4
Chaloem Phra Kiat,Thailand,,,,,,36.2,36.3
Chiang Mai,Thailand,22.7,24.5,32.3,30.5,24.9,18.4,18.5
Chiang Rai,Thailand,,,37.0,36.3,27.1,21.8,22.0
Chonburi,Thailand,,,,,,19.1,18.9
Doi Saket,Thailand,,,16.2,17.4,27.7,21.5,21.2
Don Han,Thailand,,,,,,28.2,27.1
Hang Dong,Thailand,,,38.0,36.8,29.8,23.4,23.5
Hat Yai,Thailand,,,,17.3,16.9,16.2,16.2
Hua Hin,Thailand,,,21.0,19.1,17.2,17.3,17.3
Huai Pong,Thailand,,,,,,16.6,16.6
Kamphaeng Phet,Thailand,,,23.6,31.7,22.0,19.6,19.5
Kathu,Thailand,,,,11.8,10.9,8.8,8.8
Khao Yai,Thailand,,,,,,18.0,18.1
Khlang,Thailand,,,,,,14.9,14.4
Khlong Luang,Thailand,,,23.0,21.7,20.6,20.6,20.7
Khlong Nueng,Thailand,,,,,,18.2,18.3
Khlong Sam,Thailand,,,,,,14.8,14.8
Khlong Takhot,Thailand,,,,,,29.0,26.9
Khon Kaen,Thailand,,,36.4,26.1,22.6,25.1,23.5
Khuang Pao,Thailand,,,,,,22.4,22.2
Khuekkhak,Thailand,,,,,,10.6,10.5
Ko Chang Tai,Thailand,,,,10.8,15.0,13.5,13.6
Ko Mak,Thailand,,,,,,9.0,8.9
Ko Pha Ngan,Thailand,,,,,13.6,12.3,13.2
Lam Luk Ka,Thailand,,,23.2,25.0,24.6,23.7,23.7
Lampang,Thailand,,,,,,27.2,27.4
Lat Sawai,Thailand,,,,,,23.2,23.0
Lat Ya,Thailand,,,,,,16.9,16.3
Lat Yai,Thailand,,,,,,14.1,14.0
Luang Nuea,Thailand,,,,,,22.6,22.7
Mae Hong Son,Thailand,,,,29.7,28.5,18.8,23.4
Mae Mo,Thailand,,,30.2,25.6,26.3,19.7,18.4
Mae Pa,Thailand,,,,,,19.1,18.7
Mae Sai,Thailand,,,,,27.3,20.5,20.0
Map Ta Phut,Thailand,,,,,,18.9,19.5
Mi Chai,Thailand,,,,,,26.4,26.7
Mu Si,Thailand,,,,,,15.2,14.7
Muang Wan,Thailand,,,,,,26.9,26.9
Mueang Mo,Thailand,,,,,,23.1,22.2
Na An,Thailand,,,,,,19.1,17.3
Na Di,Thailand,,,,,,20.2,21.3
Nai Mueang,Thailand,,,,,,24.3,23.7
Nai Wiang,Thailand,,,,,,25.6,25.3
Nakhon Pathom,Thailand,,,,,,20.9,20.9
Nakhon Phanom,Thailand,,,,,28.3,20.2,19.8
Nakhon Ratchasima,Thailand,,37.6,42.2,21.6,20.3,13.9,13.9
Nakhon Sawan,Thailand,,,23.9,21.0,22.9,21.8,20.7
Nam Khun,Thailand,,,,,,16.3,16.5
Nam Phrae,Thailand,,,,,,23.0,22.0
Nan,Thailand,,,,32.5,39.5,30.4,29.4
Nang Lae,Thailand,,,,,,17.5,17.4
Narathiwat,Thailand,8.6,15.2,17.5,14.3,13.7,14.5,13.9
Nong Han,Thailand,,,,,,16.0,15.9
Nong Jom,Thailand,,,,,,23.7,23.2
Nong Kae,Thailand,,,,,,11.9,10.0
Nong Prue,Thailand,,,,,,17.2,17.05
Nonthaburi,Thailand,,,23.2,21.1,20.8,18.0,18.1
Om Noi,Thailand,,,,,,23.6,23.5
On Klang,Thailand,,,,,,24.6,20.7
Pa Mai Ngam,Thailand,,,,,,21.5,23.2
Pa Sak,Thailand,,,,,,22.7,22.4
Pai,Thailand,,29.4,38.9,53.0,47.1,27.1,26.7
Pak Kret,Thailand,,,24.2,22.2,20.1,19.0,19.1
Pak Nam,Thailand,,,,,,30.4,30.5
Pakkret,Thailand,,,,,,17.6,17.8
Pang Mu,Thailand,,,,,,22.7,21.8
Pathum Thani,Thailand,,,26.2,24.0,17.5,14.4,14.4
Pattaya City,Thailand,,,,,,18.2,17.5
Phan,Thailand,,,,41.6,28.5,24.0,24.5
Phaya Kaeo,Thailand,,,,,,18.2,18.2
Phayao,Thailand,,,,33.8,28.9,20.3,19.3
Phetchabun,Thailand,,,,,25.8,20.2,20.1
Phiman,Thailand,,,,,,11.9,11.9
Phitsanulok,Thailand,,,,24.6,25.0,20.7,20.7
Pho Thaen,Thailand,,,,,,18.7,16.0
Phra Nakhon Si Ayutthaya,Thailand,,,24.6,22.7,21.7,19.4,19.4
Phra Pradaeng,Thailand,,,27.1,19.9,20.9,19.7,19.5
Phra That Pha Daeng,Thailand,,,,,,16.9,19.7
Phraek Sa Mai,Thailand,,,,,,20.3,20.2
Phuket,Thailand,,,11.4,13.8,17.4,11.9,11.6
Plaeng Yao,Thailand,,,,17.6,22.0,19.0,18.7
Pluak Daeng,Thailand,,,17.3,20.5,19.8,16.9,16.8
Pong Ta Long,Thailand,,,,,,12.4,13.2
Pong Yang Khok,Thailand,,,,,,26.4,26.1
Prachathipat,Thailand,,,,,,20.3,19.9
Racha Thewa,Thailand,,,,,,19.6,19.7
Rang Bua,Thailand,,,,,,13.1,13.3
Ratchaburi,Thailand,22.4,32.2,29.5,22.8,21.6,16.4,16.4
Rayong,Thailand,19.9,21.2,17.5,17.1,17.4,13.4,13.5
Rim Kok,Thailand,,,,,,19.1,18.3
Rop Wiang,Thailand,,,,,,18.8,18.4
Rua Yai,Thailand,,,,,,18.8,19.2
Sakae Sam,Thailand,,,,,,17.5,16.9
Salaya,Thailand,,,,,,24.8,24.6
Sam Nak Thon,Thailand,,,,,,13.8,12.8
Sam Ruean,Thailand,,,,,,22.9,22.6
Samut Prakan,Thailand,33.2,32.2,22.9,20.9,21.1,18.1,18.2
Samut Sakhon,Thailand,26.9,39.8,24.1,23.0,23.3,23.9,24.1
Samut Songkhram,Thailand,,,26.3,25.8,24.4,23.2,23.2
San Klang,Thailand,,,,,,24.7,23.4
Saraburi,Thailand,,,,,,20.9,20.9
Sawankhalok,Thailand,,,,29.4,15.1,14.9,14.6
Si Maha Phot,Thailand,30.1,30.9,24.8,23.5,25.0,23.5,23.1
Si Racha,Thailand,,,20.8,18.8,21.2,17.9,18.1
Sila,Thailand,,,,,,14.2,13.4
Sisa Chorakhe Yai,Thailand,,,,,,14.5,14.5
Sop Pat,Thailand,,,,,,18.8,17.7
Sukhothai,Thailand,,,,25.0,23.7,23.1,22.8
Surat Thani,Thailand,,,16.6,14.5,18.9,12.7,12.4
Tha Muang,Thailand,,,,24.4,16.7,15.7,15.4
Tha Pradu,Thailand,,,,,,17.3,17.8
Tha Wasukri,Thailand,,,,,,28.8,28.8
Thalang,Thailand,,,,14.9,11.6,8.7,8.8
Thanyaburi,Thailand,,,24.9,21.4,26.4,21.7,21.8
Thap Sakae,Thailand,,,,,15.3,14.8,14.4
Thung Yao,Thailand,,,,,,16.5,18.5
Ton Thong,Thailand,,,,,,26.5,26.5
Trat,Thailand,,,,,11.4,10.8,11.0
Ubon Ratchathani,Thailand,,,,,,23.5,23.6
Udon Thani,Thailand,,,,,,21.6,21.7
Uttaradit,Thailand,,,20.2,27.3,23.9,22.3,22.0
Wat Chan,Thailand,,,,,,22.0,21.6
Wiang,Thailand,,,,,,20.7,20.7
Wiang Phang Kham,Thailand,,,,,,23.1,22.3
Wiang Yong,Thailand,,,,,,20.0,19.5
Yala,Thailand,17.0,19.0,20.9,16.2,14.0,15.8,15.2
Yang Sai,Thailand,,,,,,27.3,26.5
Chaguanas,Trinidad and Tobago,,,,,6.7,5.8,5.8
Port of Spain,Trinidad and Tobago,,,,,7.2,5.0,5.0
Tunapuna,Trinidad and Tobago,,,,,6.0,4.9,4.9
Adana,Turkey,,,,,14.5,15.9,15.9
Aksaray,Turkey,,,22.6,21.5,19.5,21.5,21.6
Aliaga,Turkey,,,,,9.0,13.3,15.0
Altinova,Turkey,,,,,,14.9,15.0
Amasya,Turkey,,34.0,35.9,31.7,28.2,25.8,26.1
Ankara,Turkey,,19.6,18.4,18.5,17.2,14.0,14.1
Antakya,Turkey,,,,,25.2,27.1,27.3
Antalya,Turkey,,,,18.4,19.8,18.1,18.1
Ardesen,Turkey,,,14.9,20.0,16.0,16.1,16.1
Armutlu,Turkey,,,,,,12.8,12.9
Aydin,Turkey,,,,,20.3,25.6,25.6
Bagirkanli,Turkey,,,,,,12.1,12.1
Balikesir,Turkey,,,18.2,15.1,14.9,15.8,15.9
Bartin,Turkey,,,,,,23.0,23.1
Bilecik,Turkey,,,17.8,15.8,16.4,12.0,12.0
Bolu,Turkey,,,24.8,22.5,15.2,16.2,16.3
Bozuyuk,Turkey,,,,,,19.0,19.1
Burdur,Turkey,,,24.8,25.4,22.2,22.8,22.9
Bursa,Turkey,,28.4,26.3,25.0,26.0,27.4,27.5
Canakkale,Turkey,,,17.3,13.5,13.2,13.1,13.2
Cankiri,Turkey,,,19.7,19.5,9.3,9.1,9.2
Caycuma,Turkey,,,,,24.3,20.3,20.9
Cayirova,Turkey,,,,,,20.2,20.3
Civril,Turkey,,,,,36.7,24.2,26.6
Corlu,Turkey,,,,,,28.1,28.0
Corum,Turkey,,24.8,23.8,36.0,26.7,23.5,23.6
Duzce,Turkey,,,46.0,33.3,44.4,36.8,36.9
Edirne,Turkey,,15.0,18.6,17.2,16.0,17.0,17.0
Elbistan,Turkey,,,,,29.3,23.6,23.8
Erzincan,Turkey,,,,26.7,31.0,25.9,25.8
Erzurum,Turkey,,,,34.2,34.5,23.3,23.5
Etimesgut,Turkey,,,,,13.8,16.3,16.4
Filyos,Turkey,,,,,,16.7,17.2
Gaziantep,Turkey,,,,,27.3,40.2,38.3
Giresun,Turkey,,14.0,21.9,21.3,23.7,14.3,14.3
Golcuk,Turkey,,,,,,20.0,20.1
Hasanbey,Turkey,,,,,,12.5,12.8
Hekimdag,Turkey,,,,,26.9,25.0,25.0
Hendek,Turkey,,,,,,34.4,34.5
Igdir,Turkey,,,,,66.2,53.0,52.9
Incirliova,Turkey,,,,,20.8,27.1,27.2
Iskenderun,Turkey,,,,,24.8,28.4,28.6
Isparta,Turkey,,,28.9,25.8,20.4,18.0,18.2
Istanbul,Turkey,,21.7,19.9,16.7,17.6,17.9,18.0
Izmir,Turkey,,,,,17.4,23.5,23.6
Izmit,Turkey,,,,,,19.4,19.4
Kahramanmaras,Turkey,,,,,36.4,32.8,33.9
Kapakli,Turkey,,,,,,17.8,17.9
Karabuk,Turkey,,,22.8,26.0,22.6,16.2,16.9
Karaman,Turkey,,,,,,15.5,15.6
Kars,Turkey,,,,,29.0,14.9,15.9
Kastamonu,Turkey,,,30.5,22.1,23.2,26.8,27.0
Kayseri,Turkey,,,29.8,24.6,28.8,17.9,18.1
Kesan,Turkey,,,,,,12.3,12.2
Kilis,Turkey,,,,,22.1,12.7,17.5
Kireshir,Turkey,,,,,,10.5,10.5
Kirikareli,Turkey,,,,,,13.2,13.4
Kirikkale,Turkey,,,17.5,15.3,19.6,15.0,15.1
Konya,Turkey,,,33.2,30.7,33.8,34.5,34.6
Korfez,Turkey,,,,,,16.1,16.1
Kumluca,Turkey,,,,,,18.7,18.8
